-2.4223e-01,-5.5774e-01
5.8766e-01,-9.3249e-01
-2.0403e+00,-8.8273e-01
-6.6611e-01,1.6761e+00
-8.2769e-01,1.9254e-01
1.3537e+00,1.0436e-02
6.0544e-01,1.0590e+00
3.0775e-01,1.2809e-01
2.4092e-01,-1.0655e-01
4.4725e-01,-5.7153e-01
6.0178e-01,6.8087e-01
-5.8627e-01,1.0921e-01
-1.1846e+00,-7.1201e-01
1.2364e-02,-1.2050e+00
-8.2780e-02,-1.1719e+00
-2.1971e+00,-1.2039e+00
7.7608e-01,8.2492e-01
-1.6643e+00,3.4124e-02
-1.1590e+00,4.1859e-01
3.6970e-01,-1.0387e+00
-1.3967e+00,7.4835e-01
2.8117e-01,5.0482e-01
1.3852e+00,8.6287e-01
-1.9862e+00,-2.9056e-01
-1.7393e-01,6.4782e-01
-5.8136e-01,-8.9542e-01
6.4027e-01,-2.6073e-01
-1.1308e+00,2.6879e-01
-3.8878e-02,7.5630e-01
-6.8130e-01,-6.5362e-01
1.9288e+00,4.2499e-01
1.5890e+00,4.6953e-01
7.7122e-01,-7.1574e-01
5.3468e-01,2.1339e+00
6.8487e-02,1.1421e+00
-1.6064e+00,1.0985e+00
-9.9854e-01,4.4288e-02
1.1312e+00,-2.9053e-01
-1.2062e+00,-1.2199e-02
3.2000e-01,2.3666e-01
-1.0506e+00,-6.0607e-01
-1.0932e+00,-1.7553e-01
-7.9398e-01,1.3652e+00
1.7502e+00,-1.7032e-01
-3.5025e-01,5.8560e-03
1.2648e+00,-1.1016e+00
4.5929e-01,6.9542e-01
7.6488e-02,9.2092e-01
-3.9201e-01,-1.6749e-01
-4.1370e-01,1.9397e+00
1.0094e+00,1.0109e+00
-1.1254e+00,1.1317e+00
7.2768e-02,-1.6082e-01
9.3390e-01,1.3159e+00
-1.3251e-01,-7.8629e-01
-1.0316e-01,7.3808e-01
1.6441e+00,-3.4181e-01
-1.2767e+00,1.4800e-01
-2.8901e-01,-4.2916e-01
-3.9768e-01,1.8054e+00
8.6382e-01,4.8186e-01
-2.0861e+00,2.1282e-01
-1.3552e-02,-5.3729e-01
4.1207e-01,-1.2682e+00
-5.8391e-01,-6.8990e-02
1.0368e+00,9.2729e-01
-7.4426e-01,5.0214e-01
1.7364e+00,-3.7248e-01
-1.0844e+00,-1.3644e+00
-6.4463e-01,7.6484e-01
1.9862e+00,-9.8632e-01
5.1037e-01,-8.5943e-01
5.6754e-01,7.5997e-01
-6.7533e-01,9.7251e-01
1.4673e+00,-8.6528e-01
-8.0843e-01,9.5173e-01
3.9422e-01,-2.4255e-01
-9.8868e-01,7.6455e-02
-6.7174e-01,3.0166e-01
2.5349e+00,5.0745e-01
1.2221e+00,9.3787e-01
6.9115e-01,5.0222e-01
3.2387e-01,-1.4485e+00
6.5719e-01,-3.7436e-01
6.7138e-01,5.9017e-01
9.3778e-02,8.1255e-01
